description,industry,level,size,line_code,value
Changes in health and safety responsibility for workers - not applicable,"Textile, clothing, footwear, & leather",2,total,D0503_04,12
Changes in health and safety responsibility for workers - not applicable,Wood & paper product,2,total,D0503_04,9
Changes in health and safety responsibility for workers - not applicable,"Printing, publishing, & recorded media",2,total,D0503_04,9
Changes in health and safety responsibility for workers - not applicable,"Petroleum, coal, chemical, & associated product",2,total,D0503_04,3
Changes in health and safety responsibility for workers - not applicable,Non-metallic mineral product,2,total,D0503_04,0
Changes in health and safety responsibility for workers - not applicable,Metal product,2,total,D0503_04,12
Changes in health and safety responsibility for workers - not applicable,Transport and industrial machinery & equipment,2,total,D0503_04,0
Changes in health and safety responsibility for workers - not applicable,Other machinery & equipment,2,total,D0503_04,3
Changes in health and safety responsibility for workers - not applicable,Other manufacturing,2,total,D0503_04,3
Changes in health and safety responsibility for workers - not applicable,"Electricity, gas, water, & waste services",1,total,D0503_04,0
Changes in health and safety responsibility for workers - not applicable,Construction,1,total,D0503_04,39
Changes in health and safety responsibility for workers - not applicable,Wholesale trade,1,total,D0503_04,93
Changes in health and safety responsibility for workers - not applicable,Machinery & equipment wholesaling,2,total,D0503_04,24
Changes in health and safety responsibility for workers - not applicable,Other wholesale trade,2,total,D0503_04,69
Changes in health and safety responsibility for workers - not applicable,Retail trade,1,total,D0503_04,258
Changes in health and safety responsibility for workers - not applicable,Accommodation & food services,1,total,D0503_04,87
Changes in health and safety responsibility for workers - not applicable,"Transport, postal, & warehousing",1,total,D0503_04,60
Changes in health and safety responsibility for workers - not applicable,Information media & telecommunications,1,total,D0503_04,12
Changes in health and safety responsibility for workers - not applicable,Publishing,2,total,D0503_04,6
Changes in health and safety responsibility for workers - not applicable,Motion picture,2,total,D0503_04,6
Changes in health and safety responsibility for workers - not applicable,Telecommunications,2,total,D0503_04,0
Changes in health and safety responsibility for workers - not applicable,Financial & insurance services,1,total,D0503_04,30
Changes in health and safety responsibility for workers - not applicable,Finance,2,total,D0503_04,12
Changes in health and safety responsibility for workers - not applicable,Insurance,2,total,D0503_04,0
Changes in health and safety responsibility for workers - not applicable,Auxiliary,2,total,D0503_04,21
Changes in health and safety responsibility for workers - not applicable,"Rental, hiring, & real estate services",1,total,D0503_04,21
Changes in health and safety responsibility for workers - not applicable,"Professional, scientific, & technical services",1,total,D0503_04,171
Changes in health and safety responsibility for workers - not applicable,Computer systems design,2,total,D0503_04,39
Changes in health and safety responsibility for workers - not applicable,Other professional scientific,2,total,D0503_04,135
Changes in health and safety responsibility for workers - not applicable,Administrative & support services,1,total,D0503_04,51
Changes in health and safety responsibility for workers - not applicable,Education & training,1,total,D0503_04,24
Changes in health and safety responsibility for workers - not applicable,Health care & social assistance,1,total,D0503_04,15
Changes in health and safety responsibility for workers - not applicable,Arts & recreation services,1,total,D0503_04,0
Changes in health and safety responsibility for workers - not applicable,Other services,1,total,D0503_04,0
Changes in health and safety responsibility for workers - not applicable,total,0,total,D0503_04,1011
Changes in health and safety responsibility for workers - don't know,total,0,6–19 employees,D0503_05,1146
Changes in health and safety responsibility for workers - don't know,total,0,20–49 employees,D0503_05,306
Changes in health and safety responsibility for workers - don't know,total,0,50–99 employees,D0503_05,48
Changes in health and safety responsibility for workers - don't know,total,0,100+ employees,D0503_05,36
Changes in health and safety responsibility for workers - don't know,"Agriculture, forestry, & fishing",1,total,D0503_05,45
Changes in health and safety responsibility for workers - don't know,Agriculture,2,total,D0503_05,24
Changes in health and safety responsibility for workers - don't know,Commercial fishing,2,total,D0503_05,0
Changes in health and safety responsibility for workers - don't know,Forestry & logging,2,total,D0503_05,6
Changes in health and safety responsibility for workers - don't know,"Agriculture, forestry, & fishing support services",2,total,D0503_05,12
Changes in health and safety responsibility for workers - don't know,Mining,1,total,D0503_05,3
Changes in health and safety responsibility for workers - don't know,Manufacturing,1,total,D0503_05,150
Changes in health and safety responsibility for workers - don't know,"Food, beverage, & tobacco",2,total,D0503_05,57
Changes in health and safety responsibility for workers - don't know,"Textile, clothing, footwear, & leather",2,total,D0503_05,18
Changes in health and safety responsibility for workers - don't know,Wood & paper product,2,total,D0503_05,9
Changes in health and safety responsibility for workers - don't know,"Printing, publishing, & recorded media",2,total,D0503_05,15
Changes in health and safety responsibility for workers - don't know,"Petroleum, coal, chemical, & associated product",2,total,D0503_05,18
Changes in health and safety responsibility for workers - don't know,Non-metallic mineral product,2,total,D0503_05,9
Changes in health and safety responsibility for workers - don't know,Metal product,2,total,D0503_05,15
Changes in health and safety responsibility for workers - don't know,Transport and industrial machinery & equipment,2,total,D0503_05,9
Changes in health and safety responsibility for workers - don't know,Other machinery & equipment,2,total,D0503_05,3
Changes in health and safety responsibility for workers - don't know,Other manufacturing,2,total,D0503_05,3
Changes in health and safety responsibility for workers - don't know,"Electricity, gas, water, & waste services",1,total,D0503_05,0
Changes in health and safety responsibility for workers - don't know,Construction,1,total,D0503_05,51
Changes in health and safety responsibility for workers - don't know,Wholesale trade,1,total,D0503_05,45
Changes in health and safety responsibility for workers - don't know,Machinery & equipment wholesaling,2,total,D0503_05,18
Changes in health and safety responsibility for workers - don't know,Other wholesale trade,2,total,D0503_05,27
Changes in health and safety responsibility for workers - don't know,Retail trade,1,total,D0503_05,240
Changes in health and safety responsibility for workers - don't know,Accommodation & food services,1,total,D0503_05,525
Changes in health and safety responsibility for workers - don't know,"Transport, postal, & warehousing",1,total,D0503_05,42
Changes in health and safety responsibility for workers - don't know,Information media & telecommunications,1,total,D0503_05,15
Changes in health and safety responsibility for workers - don't know,Publishing,2,total,D0503_05,3
Changes in health and safety responsibility for workers - don't know,Motion picture,2,total,D0503_05,12
Changes in health and safety responsibility for workers - don't know,Telecommunications,2,total,D0503_05,0
Changes in health and safety responsibility for workers - don't know,Financial & insurance services,1,total,D0503_05,33
Changes in health and safety responsibility for workers - don't know,Finance,2,total,D0503_05,12
Changes in health and safety responsibility for workers - don't know,Insurance,2,total,D0503_05,3
Changes in health and safety responsibility for workers - don't know,Auxiliary,2,total,D0503_05,21
Changes in health and safety responsibility for workers - don't know,"Rental, hiring, & real estate services",1,total,D0503_05,30
Changes in health and safety responsibility for workers - don't know,"Professional, scientific, & technical services",1,total,D0503_05,147
Changes in health and safety responsibility for workers - don't know,Computer systems design,2,total,D0503_05,42
Changes in health and safety responsibility for workers - don't know,Other professional scientific,2,total,D0503_05,108
Changes in health and safety responsibility for workers - don't know,Administrative & support services,1,total,D0503_05,66
Changes in health and safety responsibility for workers - don't know,Education & training,1,total,D0503_05,42
Changes in health and safety responsibility for workers - don't know,Health care & social assistance,1,total,D0503_05,57
Changes in health and safety responsibility for workers - don't know,Arts & recreation services,1,total,D0503_05,9
Changes in health and safety responsibility for workers - don't know,Other services,1,total,D0503_05,33
Changes in health and safety responsibility for workers - don't know,total,0,total,D0503_05,1539
Changes in health and safety responsibility for health and safety representatives or committee - increased,total,0,6–19 employees,D0504_01,8979
Changes in health and safety responsibility for health and safety representatives or committee - increased,total,0,20–49 employees,D0504_01,3672
Changes in health and safety responsibility for health and safety representatives or committee - increased,total,0,50–99 employees,D0504_01,1245
Changes in health and safety responsibility for health and safety representatives or committee - increased,total,0,100+ employees,D0504_01,1047
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Agriculture, forestry, & fishing",1,total,D0504_01,1251
Changes in health and safety responsibility for health and safety representatives or committee - increased,Agriculture,2,total,D0504_01,765
Changes in health and safety responsibility for health and safety representatives or committee - increased,Commercial fishing,2,total,D0504_01,21
Changes in health and safety responsibility for health and safety representatives or committee - increased,Forestry & logging,2,total,D0504_01,111
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Agriculture, forestry, & fishing support services",2,total,D0504_01,354
Changes in health and safety responsibility for health and safety representatives or committee - increased,Mining,1,total,D0504_01,54
Changes in health and safety responsibility for health and safety representatives or committee - increased,Manufacturing,1,total,D0504_01,2301
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Food, beverage, & tobacco",2,total,D0504_01,456
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Textile, clothing, footwear, & leather",2,total,D0504_01,96
Changes in health and safety responsibility for health and safety representatives or committee - increased,Wood & paper product,2,total,D0504_01,204
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Printing, publishing, & recorded media",2,total,D0504_01,114
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Petroleum, coal, chemical, & associated product",2,total,D0504_01,222
Changes in health and safety responsibility for health and safety representatives or committee - increased,Non-metallic mineral product,2,total,D0504_01,96
Changes in health and safety responsibility for health and safety representatives or committee - increased,Metal product,2,total,D0504_01,507
Changes in health and safety responsibility for health and safety representatives or committee - increased,Transport and industrial machinery & equipment,2,total,D0504_01,390
Changes in health and safety responsibility for health and safety representatives or committee - increased,Other machinery & equipment,2,total,D0504_01,78
Changes in health and safety responsibility for health and safety representatives or committee - increased,Other manufacturing,2,total,D0504_01,135
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Electricity, gas, water, & waste services",1,total,D0504_01,78
Changes in health and safety responsibility for health and safety representatives or committee - increased,Construction,1,total,D0504_01,2283
Changes in health and safety responsibility for health and safety representatives or committee - increased,Wholesale trade,1,total,D0504_01,1233
Changes in health and safety responsibility for health and safety representatives or committee - increased,Machinery & equipment wholesaling,2,total,D0504_01,399
Changes in health and safety responsibility for health and safety representatives or committee - increased,Other wholesale trade,2,total,D0504_01,834
Changes in health and safety responsibility for health and safety representatives or committee - increased,Retail trade,1,total,D0504_01,1287
Changes in health and safety responsibility for health and safety representatives or committee - increased,Accommodation & food services,1,total,D0504_01,942
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Transport, postal, & warehousing",1,total,D0504_01,543
Changes in health and safety responsibility for health and safety representatives or committee - increased,Information media & telecommunications,1,total,D0504_01,117
Changes in health and safety responsibility for health and safety representatives or committee - increased,Publishing,2,total,D0504_01,51
Changes in health and safety responsibility for health and safety representatives or committee - increased,Motion picture,2,total,D0504_01,30
Changes in health and safety responsibility for health and safety representatives or committee - increased,Telecommunications,2,total,D0504_01,33
Changes in health and safety responsibility for health and safety representatives or committee - increased,Financial & insurance services,1,total,D0504_01,231
Changes in health and safety responsibility for health and safety representatives or committee - increased,Finance,2,total,D0504_01,78
Changes in health and safety responsibility for health and safety representatives or committee - increased,Insurance,2,total,D0504_01,18
Changes in health and safety responsibility for health and safety representatives or committee - increased,Auxiliary,2,total,D0504_01,138
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Rental, hiring, & real estate services",1,total,D0504_01,414
Changes in health and safety responsibility for health and safety representatives or committee - increased,"Professional, scientific, & technical services",1,total,D0504_01,1680
Changes in health and safety responsibility for health and safety representatives or committee - increased,Computer systems design,2,total,D0504_01,264
Changes in health and safety responsibility for health and safety representatives or committee - increased,Other professional scientific,2,total,D0504_01,1419
Changes in health and safety responsibility for health and safety representatives or committee - increased,Administrative & support services,1,total,D0504_01,594
Changes in health and safety responsibility for health and safety representatives or committee - increased,Education & training,1,total,D0504_01,303
Changes in health and safety responsibility for health and safety representatives or committee - increased,Health care & social assistance,1,total,D0504_01,927
Changes in health and safety responsibility for health and safety representatives or committee - increased,Arts & recreation services,1,total,D0504_01,189
Changes in health and safety responsibility for health and safety representatives or committee - increased,Other services,1,total,D0504_01,501
Changes in health and safety responsibility for health and safety representatives or committee - increased,total,0,total,D0504_01,14940
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,total,0,6–19 employees,D0504_02,10647
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,total,0,20–49 employees,D0504_02,2358
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,total,0,50–99 employees,D0504_02,714
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,total,0,100+ employees,D0504_02,633
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Agriculture, forestry, & fishing",1,total,D0504_02,1191
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Agriculture,2,total,D0504_02,744
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Commercial fishing,2,total,D0504_02,18
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Forestry & logging,2,total,D0504_02,81
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Agriculture, forestry, & fishing support services",2,total,D0504_02,348
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Mining,1,total,D0504_02,39
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Manufacturing,1,total,D0504_02,1761
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Food, beverage, & tobacco",2,total,D0504_02,366
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Textile, clothing, footwear, & leather",2,total,D0504_02,87
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Wood & paper product,2,total,D0504_02,198
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Printing, publishing, & recorded media",2,total,D0504_02,75
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Petroleum, coal, chemical, & associated product",2,total,D0504_02,165
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Non-metallic mineral product,2,total,D0504_02,45
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Metal product,2,total,D0504_02,267
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Transport and industrial machinery & equipment,2,total,D0504_02,321
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Other machinery & equipment,2,total,D0504_02,99
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Other manufacturing,2,total,D0504_02,138
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Electricity, gas, water, & waste services",1,total,D0504_02,42
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Construction,1,total,D0504_02,1695
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Wholesale trade,1,total,D0504_02,1092
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Machinery & equipment wholesaling,2,total,D0504_02,348
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Other wholesale trade,2,total,D0504_02,741
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Retail trade,1,total,D0504_02,1674
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Accommodation & food services,1,total,D0504_02,1722
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Transport, postal, & warehousing",1,total,D0504_02,654
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Information media & telecommunications,1,total,D0504_02,150
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Publishing,2,total,D0504_02,48
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Motion picture,2,total,D0504_02,51
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Telecommunications,2,total,D0504_02,48
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Financial & insurance services,1,total,D0504_02,159
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Finance,2,total,D0504_02,72
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Insurance,2,total,D0504_02,9
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Auxiliary,2,total,D0504_02,78
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Rental, hiring, & real estate services",1,total,D0504_02,306
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,"Professional, scientific, & technical services",1,total,D0504_02,1356
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Computer systems design,2,total,D0504_02,264
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Other professional scientific,2,total,D0504_02,1095
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Administrative & support services,1,total,D0504_02,579
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Education & training,1,total,D0504_02,276
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Health care & social assistance,1,total,D0504_02,1068
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Arts & recreation services,1,total,D0504_02,156
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,Other services,1,total,D0504_02,432
Changes in health and safety responsibility for health and safety representatives or committee - stayed the same,total,0,total,D0504_02,14355
Changes in health and safety responsibility for health and safety representatives or committee - decreased,total,0,6–19 employees,D0504_03,180
Changes in health and safety responsibility for health and safety representatives or committee - decreased,total,0,20–49 employees,D0504_03,18
Changes in health and safety responsibility for health and safety representatives or committee - decreased,total,0,50–99 employees,D0504_03,9
Changes in health and safety responsibility for health and safety representatives or committee - decreased,total,0,100+ employees,D0504_03,6
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Agriculture, forestry, & fishing",1,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Agriculture,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Commercial fishing,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Forestry & logging,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Agriculture, forestry, & fishing support services",2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Mining,1,total,D0504_03,3
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Manufacturing,1,total,D0504_03,27
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Food, beverage, & tobacco",2,total,D0504_03,21
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Textile, clothing, footwear, & leather",2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Wood & paper product,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Printing, publishing, & recorded media",2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Petroleum, coal, chemical, & associated product",2,total,D0504_03,3
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Non-metallic mineral product,2,total,D0504_03,3
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Metal product,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Transport and industrial machinery & equipment,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Other machinery & equipment,2,total,D0504_03,3
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Other manufacturing,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Electricity, gas, water, & waste services",1,total,D0504_03,3
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Construction,1,total,D0504_03,3
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Wholesale trade,1,total,D0504_03,27
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Machinery & equipment wholesaling,2,total,D0504_03,6
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Other wholesale trade,2,total,D0504_03,18
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Retail trade,1,total,D0504_03,3
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Accommodation & food services,1,total,D0504_03,54
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Transport, postal, & warehousing",1,total,D0504_03,9
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Information media & telecommunications,1,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Publishing,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Motion picture,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Telecommunications,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Financial & insurance services,1,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Finance,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Insurance,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Auxiliary,2,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Rental, hiring, & real estate services",1,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,"Professional, scientific, & technical services",1,total,D0504_03,72
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Computer systems design,2,total,D0504_03,3
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Other professional scientific,2,total,D0504_03,69
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Administrative & support services,1,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Education & training,1,total,D0504_03,12
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Health care & social assistance,1,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Arts & recreation services,1,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,Other services,1,total,D0504_03,0
Changes in health and safety responsibility for health and safety representatives or committee - decreased,total,0,total,D0504_03,216
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,total,0,6–19 employees,D0504_04,8400
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,total,0,20–49 employees,D0504_04,1089
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,total,0,50–99 employees,D0504_04,117
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,total,0,100+ employees,D0504_04,48
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Agriculture, forestry, & fishing",1,total,D0504_04,930
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Agriculture,2,total,D0504_04,723
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Commercial fishing,2,total,D0504_04,15
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Forestry & logging,2,total,D0504_04,27
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Agriculture, forestry, & fishing support services",2,total,D0504_04,165
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Mining,1,total,D0504_04,9
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Manufacturing,1,total,D0504_04,801
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Food, beverage, & tobacco",2,total,D0504_04,168
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Textile, clothing, footwear, & leather",2,total,D0504_04,84
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Wood & paper product,2,total,D0504_04,99
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Printing, publishing, & recorded media",2,total,D0504_04,30
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Petroleum, coal, chemical, & associated product",2,total,D0504_04,36
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Non-metallic mineral product,2,total,D0504_04,27
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Metal product,2,total,D0504_04,141
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Transport and industrial machinery & equipment,2,total,D0504_04,108
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Other machinery & equipment,2,total,D0504_04,39
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Other manufacturing,2,total,D0504_04,75
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Electricity, gas, water, & waste services",1,total,D0504_04,18
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Construction,1,total,D0504_04,936
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Wholesale trade,1,total,D0504_04,744
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Machinery & equipment wholesaling,2,total,D0504_04,147
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Other wholesale trade,2,total,D0504_04,594
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Retail trade,1,total,D0504_04,1254
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Accommodation & food services,1,total,D0504_04,2082
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Transport, postal, & warehousing",1,total,D0504_04,270
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Information media & telecommunications,1,total,D0504_04,84
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Publishing,2,total,D0504_04,27
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Motion picture,2,total,D0504_04,36
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Telecommunications,2,total,D0504_04,15
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Financial & insurance services,1,total,D0504_04,138
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Finance,2,total,D0504_04,48
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Insurance,2,total,D0504_04,3
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Auxiliary,2,total,D0504_04,90
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Rental, hiring, & real estate services",1,total,D0504_04,171
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,"Professional, scientific, & technical services",1,total,D0504_04,912
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Computer systems design,2,total,D0504_04,198
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Other professional scientific,2,total,D0504_04,717
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Administrative & support services,1,total,D0504_04,369
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Education & training,1,total,D0504_04,297
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Health care & social assistance,1,total,D0504_04,414
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Arts & recreation services,1,total,D0504_04,84
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,Other services,1,total,D0504_04,138
Changes in health and safety responsibility for health and safety representatives or committee - not applicable,total,0,total,D0504_04,9657
Changes in health and safety responsibility for health and safety representatives or committee - don't know,total,0,6–19 employees,D0504_05,2235
Changes in health and safety responsibility for health and safety representatives or committee - don't know,total,0,20–49 employees,D0504_05,381
Changes in health and safety responsibility for health and safety representatives or committee - don't know,total,0,50–99 employees,D0504_05,69
Changes in health and safety responsibility for health and safety representatives or committee - don't know,total,0,100+ employees,D0504_05,39
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Agriculture, forestry, & fishing",1,total,D0504_05,165
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Agriculture,2,total,D0504_05,120
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Commercial fishing,2,total,D0504_05,3
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Forestry & logging,2,total,D0504_05,12
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Agriculture, forestry, & fishing support services",2,total,D0504_05,33
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Mining,1,total,D0504_05,3
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Manufacturing,1,total,D0504_05,264
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Food, beverage, & tobacco",2,total,D0504_05,69
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Textile, clothing, footwear, & leather",2,total,D0504_05,27
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Wood & paper product,2,total,D0504_05,9
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Printing, publishing, & recorded media",2,total,D0504_05,27
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Petroleum, coal, chemical, & associated product",2,total,D0504_05,21
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Non-metallic mineral product,2,total,D0504_05,12
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Metal product,2,total,D0504_05,24
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Transport and industrial machinery & equipment,2,total,D0504_05,60
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Other machinery & equipment,2,total,D0504_05,6
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Other manufacturing,2,total,D0504_05,9
Changes in health and safety responsibility for health and safety representatives or committee - don't know,"Electricity, gas, water, & waste services",1,total,D0504_05,0
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Construction,1,total,D0504_05,153
Changes in health and safety responsibility for health and safety representatives or committee - don't know,Wholesale trade,1,total,D0504_05,102
